99E8866B-6C9E-43B4-8B3C-8A3EC6ADD213 Tillman, Carroll and Schiller                                                                                                                                                                           2020-10-01 .83                                      QJIftw1Dn5PN
A9C82235-0FAC-43E8-BA54-8A7E9F235382 Lind, Collier and Howe                                                                                                                                                                                  2025-01-17 3.33                                     n1f9z8)(k^6h
4D4D34BF-C2A2-40F2-A164-8A821F534874 Kessler - Lemke                                                                                                                                                                                         2020-04-05 2.74                                     9(RWj0spuOh7
3C2F052C-63B4-42C1-AA64-8A8E3C4B4F1B Tremblay - Deckow                                                                                                                                                                                       2021-02-01 3.66                                     *Mev9C27fVNE
74960037-3A7B-4D1C-8C96-8A9A62823FC2 Bergstrom, Osinski and Walker                                                                                                                                                                           2022-05-13 4.50                                     kH(5LMMJQ)ps
DD8AB7BA-537F-406D-BB80-8AD790EADAF2 Bartell, Bechtelar and Schultz                                                                                                                                                                          2021-10-27 3.31                                     404)AOmSxDK1
84EA1F0B-A91A-46CB-B068-8B04A0D3F31C Kassulke - Christiansen                                                                                                                                                                                 2022-11-10 4.45                                     EXwvr@!cgomF
A7CE0606-1CAC-4294-8BE0-8B23A23922C0 Legros, Jacobi and Lang                                                                                                                                                                                 2024-04-14 .38                                      n!2fiy&N**w)
5580746A-BA73-4A70-8654-8B33E0DA576E Walter Inc                                                                                                                                                                                              2022-07-30 3.19                                     OSnceayWhlAt
531F782B-E620-4983-87F2-8BBDB7E37FE6 Cummings, Ebert and Ferry                                                                                                                                                                               2025-02-02 4.97                                     $gdCoYnWp&cX
1717F26E-75EF-4758-89A5-8C159DA34669 Streich Inc                                                                                                                                                                                             2022-10-01 1.03                                     uYcJuvnNKqT@
644C4656-660C-4D02-9DB2-8CBCAA8448FE Dach and Sons                                                                                                                                                                                           2024-04-05 3.68                                     s4m2SQjbPytj
DC72161E-8D89-4F80-9166-8D03932CE09D Doyle Inc                                                                                                                                                                                               2020-10-01 .98                                      yq4&XU1#gP1P
EAD2A0DF-3EA8-409F-86C6-8D1D8D71D623 Abshire - Rath                                                                                                                                                                                          2023-01-16 4.09                                     T@$Mm9KI#2Bb
DA0E6224-7549-4AEC-9398-8D491BC850E6 Kuhn, Gerhold and Harris                                                                                                                                                                                2023-10-05 2.73                                     @G9MOmQY0miJ
4EBB4E44-B9C0-4224-B113-8D4B059D7325 Baumbach - Keeling                                                                                                                                                                                      2025-02-23 .65                                      yhkORu(%IFUS
516BDD3B-FFB0-4743-AC6D-8D7D4D700909 Robel LLC                                                                                                                                                                                               2021-01-29 .85                                      cYfIwdOq5sBu
B8A4B4E8-D3EB-4882-A622-8DFDC1DCDE7F Lowe - Hane                                                                                                                                                                                             2024-01-01 2.50                                     jF3JsX!pNlC8
C1236AFA-0227-48E2-BCE2-8E3D38C1DFE9 Graham - Gerhold                                                                                                                                                                                        2022-01-08 .26                                      #3ZwY((uNs2T
CA40DF31-118D-4955-8886-8ED06EAE10E1 Kshlerin, Orn and Hand                                                                                                                                                                                  2020-05-23 2.34                                     ^eR(O8^mZH%i
B927F770-EB6A-4AE0-BB36-8F3EB738C3B4 Kunze - Toy                                                                                                                                                                                             2024-03-01 4.52                                     PMPoTs9!ptST
6F1DE1BA-9E33-444F-8CD4-8F5D58A7AAD2 Bednar, Volkman and Hackett                                                                                                                                                                             2021-02-09 4.15                                     dSuxuzCe@xBH
D3448973-AE50-41B9-87FD-8FB7581A2BFE Kassulke - Jaskolski                                                                                                                                                                                    2020-06-17 2.51                                     (TvuPAiTzAs(
72849919-2F3B-4339-8F4E-8FDE1CEE3BCD Konopelski - Smitham                                                                                                                                                                                    2024-05-26 .97                                      JTS@F&4Qf5Pv
C33DE944-B1EF-4D8F-BB4E-902428BDC145 Howell LLC                                                                                                                                                                                              2022-04-05 4.15                                     !fZdqhX)DQaj
5B41C07D-694A-48D3-8838-902ED16CE994 DuBuque, Pagac and Toy                                                                                                                                                                                  2020-09-20 4.29                                     G2BRh(r!zAqp
E7AE27AA-2971-4D79-8DCD-9067E59C7746 Armstrong - Jacobi                                                                                                                                                                                      2021-04-30 4.24                                     XWzKpXP&UZCj
1E68D3FC-D121-41AC-BC15-906A1AE67595 Cormier - Feeney                                                                                                                                                                                        2023-01-23 3.85                                     No#)lhe9Ba9#
3BEACAD9-5CF9-4909-8101-90DCD9E30BDE Mitchell, Gulgowski and Becker                                                                                                                                                                          2023-10-27 3.31                                     R#81H(xW@TzQ
8CB006D1-4B8A-44AA-932B-90FABAA70E66 Bartell, Frami and Buckridge                                                                                                                                                                            2023-06-13 4.49                                     %)eIuSg$w#mh
6577627E-F60D-4C01-B955-91669A88F3BF Funk Group                                                                                                                                                                                              2021-05-27 3.01                                     24oJkl^pMxbu
6B92A6D9-2B44-4A11-A526-917AA3778CEA Sporer, Bogisich and Oberbrunner                                                                                                                                                                        2024-09-24 3.28                                     UR!I!p9oK0ZH
72B4FC79-3355-4091-90A9-91DF40A4B2A1 Parker, Jones and Strosin                                                                                                                                                                               2023-04-17 3.87                                     7nAqfDnAXmKc
34DBF0CD-7CE3-4DA6-B89B-92DFE3C4E568 Cronin Group                                                                                                                                                                                            2024-07-04 1.65                                     )QbIt1ka6Tv0
A048835A-DB5A-42BA-A7F0-930C5A268F3D Watsica - Nader                                                                                                                                                                                         2020-10-11 1.06                                     4hG)w4&R$87T
A77E0DF0-09C4-4325-8283-930FA9AC1C86 Kirlin Inc                                                                                                                                                                                              2024-02-21 .72                                      cfi$L$61(vLc
DE5B39C7-899A-4A95-B860-9311C4C83A8E Steuber and Sons                                                                                                                                                                                        2023-04-10 3.48                                     HjN2cylFm9OI
50BCD3E6-AA41-4A78-B152-931320BAEA95 Hansen, Buckridge and Witting                                                                                                                                                                           2024-09-23 3.11                                     EzenEjITOXL3
5EBB5648-2B13-4BC6-AD74-937E32B77BDD Schowalter, Hansen and Legros                                                                                                                                                                           2022-11-19 3.01                                     JDr^rmcO9XF^
A9A97C59-12A8-413D-ACFC-938B0F989740 Bechtelar, Ortiz and Schimmel                                                                                                                                                                           2024-05-28 .15                                      HttZ&y4G$oeo
6970F7BF-C7D6-4A0A-B6FF-93939AF78A9B Bradtke Inc                                                                                                                                                                                             2024-06-08 3.94                                     ^iAh6eb5*C2X
729F16F2-165C-4654-97B0-93A894EC4CA1 Predovic Group                                                                                                                                                                                          2022-04-07 2.74                                     $IaH7rtJzIcU
4D725698-A58E-4EDC-A1C0-93BC799DE7BE Runolfsdottir, Rutherford and Marks                                                                                                                                                                     2024-09-29 2.33                                     J9#4it56(NDU
4513B4AA-8D3A-48F1-B94E-94247D3AA01D Hegmann Inc                                                                                                                                                                                             2023-04-17 4.56                                     4MhY!QNYI@e1
2B16B7B3-D9DA-4B50-A789-94383E7B8D84 Rogahn - Schmitt                                                                                                                                                                                        2024-06-10 4.75                                     CBFt1K23k1eK
E19D8E7B-F665-44A9-9A9D-943FDB8F7F87 Rogahn, Mitchell and Glover                                                                                                                                                                             2022-08-22 4.62                                     mEi5vjYLQHLN
5230FD01-B378-4411-8140-950AE392B982 Bernier LLC                                                                                                                                                                                             2022-06-09 2.71                                     lO7jZy(W478E
2619D068-55B0-4890-893C-9545A2C87214 Macejkovic Group                                                                                                                                                                                        2023-12-30 1.50                                     a&9&sSl9KI^H
95160AE5-460E-479F-9D6A-954686C6AAA6 Denesik, Mueller and Boehm                                                                                                                                                                              2022-12-19 3.65                                     62EPxoFgosjS
DD561F9E-DF47-4306-B1A8-9556CCE0C637 Berge Inc                                                                                                                                                                                               2021-04-01 4.18                                     EDrFYkJumWTQ
0FA26FA7-A8DE-4145-9A39-95AEF3D0D690 Mohr and Sons                                                                                                                                                                                           2020-05-29 3.72                                     %)!Bsh78kIfz
E7A5A688-43D8-4C60-B0ED-96028A48F6CE Nitzsche - Herman                                                                                                                                                                                       2022-04-16 2.78                                     MR9RVv&(4vFK
289BE0BF-D743-4DD2-9699-96A8B1774910 Pacocha, Nikolaus and Wuckert                                                                                                                                                                           2022-07-13 2.38                                     FJ8CLc%swS)^
AEA5F48A-AB12-4FD9-A222-970967834901 Graham, Heaney and Satterfield                                                                                                                                                                          2024-01-04 2.66                                     D151AZb5Rfzs
330CFE55-1CEF-4DB3-B751-9710A1A7C2CA Cruickshank and Sons                                                                                                                                                                                    2022-02-14 3.93                                     kHuu54pqZA4M
C336665A-2034-4B6D-924D-9739B0085CA3 Larson LLC                                                                                                                                                                                              2024-12-20 3.57                                     TNnl9sQXV1HA
A76484DD-57D9-40AC-A019-975D98909A9D Wolf, Stamm and Bechtelar                                                                                                                                                                               2020-04-19 4.96                                     HgKo#xLs2HXa
87E5B55E-33BB-4C65-B4BC-978B11AAB370 Spinka - Gaylord                                                                                                                                                                                        2022-02-11 .61                                      wCCzJMl@@hiG
50D11AB2-6E6D-4E22-9F6B-97BA4711AAB7 Little - Hackett                                                                                                                                                                                        2021-02-04 2.83                                     W)QS(T^%%fe8
B339272E-E1C2-4857-AD21-97E9F8FA2A88 Littel, Breitenberg and Mueller                                                                                                                                                                         2021-02-07 4.27                                     hCspOuri9EW4
E0427F08-626F-41DA-957D-97F145E5B162 Schmidt - Klocko                                                                                                                                                                                        2024-10-31 4.11                                     VI@A5YxmwS6F
A9C407D3-E928-4848-BFC2-981024179D35 Bailey - Heidenreich                                                                                                                                                                                    2021-12-09 3.55                                     rwnQb#t0A!V#
944B6AF5-163A-4460-B38F-9831185B0599 Gorczany - O'Conner                                                                                                                                                                                     2023-08-20 1.55                                     6LXrqyqvh&LH
9FF2E073-128E-48BF-BD6B-9889141DC3D2 Lehner LLC                                                                                                                                                                                              2022-04-23 4.80                                     Kxv&4nxwmi*q
E8DE4767-7C66-41CB-B473-9891197E1A70 Stark, Schulist and Nienow                                                                                                                                                                              2021-12-06 3.38                                     APnfOJSXS0Nd
03012094-E27F-40C1-B52F-989BB6FD4D80 Dach, Goyette and Pollich                                                                                                                                                                               2020-05-05 2.09                                     pIanJJwoULgx
43EE808A-2524-40AB-8876-9903DBA66A6B Becker - Weimann                                                                                                                                                                                        2022-10-13 .78                                      hy6e$rQzb2mM
5F2B50EB-FED6-4734-BA1B-995B27DA5D15 Mills Inc                                                                                                                                                                                               2022-08-04 4.20                                     hC%lV1ki3syc
1B3982A1-18A3-45CE-90B6-99EF03B782A5 Stracke - Davis                                                                                                                                                                                         2024-09-12 1.64                                     K4N5z$!iebwb
7EBF8910-FF52-4EB1-81B4-99F5942E019D Volkman, Crona and Robel                                                                                                                                                                                2024-12-08 1.72                                     L%6yv3Rey$rW
35CB0CB8-B824-445B-9EAB-9A45222F2CBA Jast - Rath                                                                                                                                                                                             2022-04-26 3.92                                     &nfKi4HYvluJ
4604044E-00C8-41A1-8F4A-9ABA25D2820E Little, Will and Heidenreich                                                                                                                                                                            2023-01-10 4.11                                     9@LrS#k!ahHM
6AA9D090-719F-4F67-AD82-9BFC67CA55FA Champlin - Mueller                                                                                                                                                                                      2023-10-30 2.38                                     sQIM3j$P@5ga
D12B0ADE-4999-4C12-A461-9CF2CAA5EC80 Friesen - Haley                                                                                                                                                                                         2023-12-23 .75                                      11*&Yakx%t!1
675E258C-3D59-4845-A5F3-9D1D52493F81 Green - Dickens                                                                                                                                                                                         2021-05-02 1.07                                     5kR*flDH!vdn
6ADCF367-E45C-4542-A8B1-9DA3839D20EA Dach Group                                                                                                                                                                                              2022-11-25 3.67                                     @@0ECOL9hh*q
3ADFE899-1201-489F-84B6-9E05236B51A4 Nicolas Inc                                                                                                                                                                                             2022-05-09 .25                                      E7wpaxK&7fi7
D6354AF1-EFA3-4427-8BF0-9E785BB8E330 Rogahn LLC                                                                                                                                                                                              2021-02-07 4.96                                     Ag6nl#bx$Yb%
902B0997-AF79-4750-B5D0-9EF812A72710 Gutkowski - Sawayn                                                                                                                                                                                      2024-09-21 3.28                                     jD3qa(d0gsMH
E11B4139-D830-448E-8DF5-9F4590D4AC28 Hahn - Lakin                                                                                                                                                                                            2023-03-26 .74                                      DM((X@SsYuZe
7A42815C-C7B2-4A2D-83B2-9FE62E94627C Smith, Dooley and Torphy                                                                                                                                                                                2025-01-23 1.79                                     Zx053PEV2)D*
F8DBF0D6-84CA-4B80-AE42-9FFF736D5802 Hickle - DuBuque                                                                                                                                                                                        2024-10-30 4.02                                     bVUAJQ*sJqB@
0E2FF0FA-281C-4E5F-AADA-A01724E1938B Veum, Wolf and Deckow                                                                                                                                                                                   2021-05-02 1.27                                     EqB9psw0psoG
D0C310F9-FC78-4E64-A5B5-A03F9CCF4BC2 Monahan - Walter                                                                                                                                                                                        2022-01-08 3.01                                     (xJ@sRm80R*Q
7F652F09-C84D-4BB4-8E64-A06B083235AD Hintz LLC                                                                                                                                                                                               2022-02-04 4.11                                     *zsMS4rg59dY
F375D35D-DE60-40F7-81FC-A08B7435C2F8 Ortiz Group                                                                                                                                                                                             2021-09-13 2.02                                     FI!8KVxVeXsE
CB25511E-DD69-47F5-89C7-A16C73766CC4 Will, Ankunding and Kutch                                                                                                                                                                               2024-02-14 1.97                                     %2NO0OMqz6B0
84282CD4-EED8-44B2-A46C-A1ABCC339FC4 Rodriguez, Breitenberg and Oberbrunner                                                                                                                                                                  2024-07-23 2.08                                     Vs1gn6OV&xIB
6E6EE0DA-AE8F-4564-85FD-A2595909AF39 Hermann, Berge and Breitenberg                                                                                                                                                                          2022-04-03 3.21                                     TDKYP%0DNyAh
2F88BD24-67EA-444D-9E07-A26500541856 Lockman - Nader                                                                                                                                                                                         2023-09-24 .25                                      ^C8kaTF64vJz
6834CC88-FEFD-435B-AADB-A29F934A23E9 Raynor, Grady and Beier                                                                                                                                                                                 2024-09-12 .54                                      oR0HiY7)kNTN
9A8CE9CD-BEEA-407D-A7E7-A2F0BFC6D977 Williamson Inc                                                                                                                                                                                          2024-09-19 2.57                                     YUdlt!wWHJwI
228B5E05-FF05-4CBB-A8BC-A3B5BE907CD7 Reichert - Mayert                                                                                                                                                                                       2020-07-13 2.70                                     wt@xa0bi732u
F49D5791-162A-413E-A92B-A3E51D441DC4 Rippin LLC                                                                                                                                                                                              2020-07-07 3.08                                     zRe%dp0&pB#y
23E54237-EC55-4B3A-980B-A426E9215711 Witting - Volkman                                                                                                                                                                                       2024-04-06 .11                                      B!MmXt!hI)E^
65908CF9-BA61-44D3-8EC3-A44FECF59421 Abshire and Sons                                                                                                                                                                                        2022-08-04 2.75                                     o5A*Qbx0Wzm#
A6790D4E-CEBA-4DB3-B602-A4C87E30EEE8 Schaefer - Wintheiser                                                                                                                                                                                   2024-03-04 1.56                                     x570A30X*IoF
5B440832-1456-45D5-B7E3-A4FAC620ECB7 Ledner and Sons                                                                                                                                                                                         2020-07-12 1.21                                     GHVOSrDS5KA(
E4475187-CB03-4785-A1FF-A5269A0EC392 Friesen, Dach and Thompson                                                                                                                                                                              2022-03-03 4.51                                     MRK9Gx#$K(vn
653DAA8B-8AB8-4EBD-B3DA-A52FCB84C812 Weimann, Schaden and Prosacco                                                                                                                                                                           2024-01-16 .91                                      O6RI2IzV4xr5
4CB37014-EBBE-4C02-BF26-A58563493ABD Powlowski LLC                                                                                                                                                                                           2020-09-13 .43                                      ppJZ8F*M$M02
EA87A7B5-4C68-48D5-9968-A60016382F16 Swift - Streich                                                                                                                                                                                         2023-07-07 4.66                                     FUuRkSswPzKY
C38F0C1B-489D-40AB-A0CD-A653DC366724 Legros LLC                                                                                                                                                                                              2024-08-27 1.53                                     tsOB$08zdPmv
BB8CCFBB-0D51-43BC-B40E-A67179C6C42F Brekke, Jacobs and Hayes                                                                                                                                                                                2022-12-23 2.08                                     YonEHTzh1r0c
87946E96-9718-410E-928C-A7530ADD463A Koepp - Abshire                                                                                                                                                                                         2025-01-19 2.05                                     *pHNDz%oI3tK
2B384352-28CD-4D7A-BC7C-A7B3246C93FC Hessel Group                                                                                                                                                                                            2024-07-08 1.96                                     5pg^bLQqJSGV
7191ED94-8BF1-4FEE-9704-A7F7A914DA31 Langworth LLC                                                                                                                                                                                           2022-05-22 .90                                      DPpdn!h(vKHE
9EB0B9C8-5771-4688-99F5-A81BD8910845 Raynor, Conn and Parisian                                                                                                                                                                               2020-11-11 3.34                                     Y$nFu$otvPqV
60380F9A-F8F1-42E8-AEF0-A8275E6C06BD Abshire - Schumm                                                                                                                                                                                        2024-08-01 4.46                                     l8#BT&RzUTg8
41F36E8C-B8CE-406A-9750-A86871695FFA Maggio - Doyle                                                                                                                                                                                          2020-07-08 1.34                                     XlrBAD%LwDcW
4370B0F6-097D-4E93-A972-A86B3345BE6C Ledner - Harris                                                                                                                                                                                         2021-12-18 3.27                                     RmxrP9M!wj^&
C741709F-CC45-4085-B9EF-A887E44C66A1 Anderson, Brown and Littel                                                                                                                                                                              2025-02-13 1.19                                     7edK&&IOpbRH
BF4CF864-615A-4890-84F0-A8BE16CD313B Bogan and Sons                                                                                                                                                                                          2025-03-10 2.22                                     XDgW%BJtixV!
60A7633B-C3DD-44B1-B57E-A90DE6032001 Skiles - Murphy                                                                                                                                                                                         2021-04-17 3.96                                     c5p$92h!GZyp
71F5A0EC-9414-44DF-B13E-A9114727AA76 Kautzer, Crooks and Frami                                                                                                                                                                               2024-10-28 2.83                                     pwGgcUpLjj#g
88188860-5894-40FB-B851-A91CB2572CFC Rippin, Thompson and Klein                                                                                                                                                                              2020-06-05 1.03                                     yZZe@3Zfp9C&
4D9ED37D-0349-481B-88E5-A926DEB54902 Pacocha, Casper and Jakubowski                                                                                                                                                                          2022-12-31 1.97                                     EnXeO0uYu#mt
19BD29FE-4E38-447C-B993-A93A258ECE09 Funk - McClure                                                                                                                                                                                          2020-10-18 .23                                      6%rSBFMDKCM^
69C6ACAA-B70D-4850-9123-A945ECE1DEA8 Beier Inc                                                                                                                                                                                               2020-07-30 4.14                                     &4enI*rtUfA4
810CF6EC-0368-45E3-B5E9-A94C61B3F65D Nitzsche, Greenholt and Feeney                                                                                                                                                                          2025-01-26 1.67                                     9Ja#%K$*(EQ(
8AC82C3D-49AD-45E8-AC22-AA0B156F3EE1 Effertz, Doyle and Bahringer                                                                                                                                                                            2024-05-30 4.65                                     %K73FAZkMaEy
7FAA4DD3-0D7F-4A5B-91D3-AA3FFCA94720 Rutherford, Tremblay and Dicki                                                                                                                                                                          2021-10-14 1.72                                     )fS858lwKQSC
52F94083-5BEC-417A-8DB0-AA6CD2155721 Paucek - Goodwin                                                                                                                                                                                        2021-03-12 2.08                                     nI)1rcUGe1Yc
788BB264-425D-4E10-86F9-AB494E2107DB Weissnat - Blanda                                                                                                                                                                                       2021-12-17 1.44                                     42@JCKnfP6l5
B4C434E8-8370-464A-B343-ABC7E19AA1FC Hermiston LLC                                                                                                                                                                                           2024-10-13 4.59                                     (&QaSf*de)4O
1F9BA9EF-1DDD-4BE3-99F0-ACB7F17AA212 Wiegand and Sons                                                                                                                                                                                        2023-01-14 1.81                                     (6Z8Vilohb3O
BBA79EB7-9773-467F-A267-ACC540467162 Friesen and Sons                                                                                                                                                                                        2023-02-03 1.76                                     CWoDuwbJCbFf
40159238-AB58-45E3-9277-ACC602477116 Grady, Strosin and Fisher                                                                                                                                                                               2021-10-03 1.72                                     sfNI$V6NUJzr
9A3C97F4-87E7-4F4F-B626-AD90B425B29D Wilkinson - Sporer                                                                                                                                                                                      2021-05-06 2.65                                     eplc@m@Azs!3
BC7B993E-6EB7-4D0F-990A-AE1879128C8D Turcotte, O'Connell and Kuhic                                                                                                                                                                           2020-10-29 2.65                                     re25B&C16TL&
581C6241-63D8-405B-B60C-AE5A96D9DBFB Reilly, Jenkins and Franecki                                                                                                                                                                            2022-06-22 .74                                      5&NCdEp8ay9b
B7897E97-1923-4D0F-869D-AE69277D4345 Schultz - Goldner                                                                                                                                                                                       2022-11-20 1.31                                     iVj)(8GtBf3A
1957956D-C79F-4D08-9F38-AEB1AB5853CB Heathcote, Yundt and Raynor                                                                                                                                                                             2020-12-01 3.82                                     P^$oo(coG7NI
C70333F5-7838-4C49-A06E-AECBFCFC6F38 Gusikowski - Schoen                                                                                                                                                                                     2023-01-21 1.01                                     Vgu%Ex2ovb2H
F534769D-D8C6-4C14-A041-AEE10DB01375 Terry - Zemlak                                                                                                                                                                                          2023-05-06 2.66                                     KkKABL4l&SCR
5CEC5EE9-B4F5-48E6-8F68-AEF47E9DB3FA Gerhold, Rutherford and Rogahn                                                                                                                                                                          2024-03-23 .29                                      ^Q^!fwDVlRcL
A47623F9-6B9C-45CD-AE16-AF0FA4A2EA3C Borer - Wolff                                                                                                                                                                                           2023-09-02 4.18                                     lc2280o3SV3Q
6CD899DC-0BE1-41DC-A424-AF26CC41C8C5 Ward - Prohaska                                                                                                                                                                                         2024-10-21 .18                                      Uk4kH$YiWEV$
BB16A8D7-F346-401E-93BD-AF39EF920C07 Feeney, Kozey and Reynolds                                                                                                                                                                              2022-12-07 2.33                                     @dQXfFuh74h4
4D90F764-311F-4DDE-A024-AF9671B2CC99 Bruen - Barrows                                                                                                                                                                                         2022-08-17 3.40                                     4saDx!OEF7xP
662F4BCA-6203-4991-B36F-AFBC53F30862 Beatty LLC                                                                                                                                                                                              2020-05-04 1.83                                     @ZRcrAA23e$4
375AE829-EA28-4AA0-8001-B01F2AC46AE1 Yost LLC                                                                                                                                                                                                2022-08-17 3.78                                     1*uZpsB#x*)b
0CFDA78E-4270-4CDA-83B8-B069D1A7A737 Borer - Veum                                                                                                                                                                                            2020-10-19 1.29                                     uoPl$gKer!PL
A6986818-0858-423C-95CD-B0AC22C0C279 Flatley, MacGyver and Shields                                                                                                                                                                           2023-08-15 4.65                                     LItW^8pNIMYy
854720CD-EF74-4A4B-96EB-B125A3FFD329 Jerde Inc                                                                                                                                                                                               2023-02-10 2.83                                     m8@Qni#tBAmk
75ED7805-AC3F-4E49-ACB6-B17B5F80DF14 Abbott - Bosco                                                                                                                                                                                          2024-11-04 4.28                                     C@jTjm6#rG6j
91CF1974-4706-4F26-99FD-B1851F0C1A15 Kuhic and Sons                                                                                                                                                                                          2022-06-23 3.76                                     tYZL7!Hqi!2L
9C4A0F06-F0D6-4BB4-89DE-B1E094AE6762 Torp, Friesen and Kutch                                                                                                                                                                                 2021-11-29 .85                                      h!rxnFLYi1Jo
CF33E6F1-9863-4C93-A3E1-B20E669006F7 Fay, Rolfson and Hauck                                                                                                                                                                                  2022-03-16 4.19                                     1C%LgACp^Q1w
8163AAA6-5244-402F-AC89-B272DF30EFC2 Bartoletti Inc                                                                                                                                                                                          2024-02-08 1.17                                     gAnO&G45i73p
